dataset_id,tier,scale,algorithm,track,status,n_runs,build_time_s,qps,lat_p50_ms,lat_p95_ms,lat_p99_ms,rss_mb,index_bytes,bytes_per_insert,recall_at_k,recall_at_k_id_overlap,recall_at_k_tie_aware,update_latency_ms,energy_proxy,error_bits_min_hamming,error_bits_prefix_gap,hamming_audit_gap,online_accuracy,online_f1,adaptation_lag_steps
synthetic_binary256,edge,1M,hnswlib-l2-bits,ann,ok,1,1.9288749694824219,8732.7322294154,0.08606910705566406,0.11610984802246094,0.8840560913085938,386.5625,1600000.0,32.0,0.9765625,0.74375,0.9765625,,,0.283203125,,0.23076923076923078,,,
synthetic_binary256,edge,1M,nmslib-hnsw-l2-bits,ann,ok,1,6.261483907699585,18038.350354049944,0.04601478576660156,0.07200241088867188,0.08511543273925781,386.8515625,1600000.0,32.0,0.9390625,0.70546875,0.9390625,,,0.244140625,,0.46153846153846156,,,
synthetic_binary256,edge,1M,reference-exact-hamming,ann,ok,1,0.0,229.7600599830784,4.308938980102539,5.511999130249023,7.051944732666016,386.5625,1600000.0,32.0,1.0,1.0,1.0,,,0.0,,0.0,,,
synthetic_binary256,server,100M,faiss-binary-flat,ann,ok,1,0.0043811798095703125,14.649574782308958,62.976837158203125,107.96999931335449,125.97298622131348,89.31640625,12800000.0,32.0,1.0,0.303125,1.0,,,0.0,,0.0,,,
synthetic_binary256,server,100M,hnswlib-l2-bits,ann,ok,1,33.463338136672974,13215.60929499803,0.06794929504394531,0.12111663818359375,0.14519691467285156,89.31640625,12800000.0,32.0,0.921875,0.26796875,0.921875,,,0.3450520833333333,,0.6923076923076923,,,
synthetic_binary256,server,100M,nmslib-hnsw-l2-bits,ann,ok,1,88.79439306259155,22707.073678274355,0.03790855407714844,0.0591278076171875,0.06890296936035156,967.87890625,12800000.0,32.0,0.8359375,0.17578125,0.8359375,,,1.4348958333333333,,1.3076923076923077,,,
synthetic_binary256,server,100M,reference-exact-hamming,ann,ok,1,0.0,24.45558601724283,34.24191474914551,92.42486953735352,101.53603553771973,89.31640625,12800000.0,32.0,1.0,1.0,1.0,,,0.0,,0.0,,,
synthetic_binary256,server,10M,faiss-binary-flat,ann,ok,1,0.0024929046630859375,21.361289052749875,42.97900199890137,71.97117805480957,75.96397399902344,60.33203125,6400000.0,32.0,1.0,0.4875,1.0,,,0.0,,0.0,,,
synthetic_binary256,server,10M,hnswlib-l2-bits,ann,ok,1,13.906668901443481,11411.73782827263,0.07700920104980469,0.13685226440429688,0.1590251922607422,64.265625,6400000.0,32.0,0.96875,0.43671875,0.96875,,,0.130859375,,0.0,,,
synthetic_binary256,server,10M,nmslib-hnsw-l2-bits,ann,ok,1,36.52747201919556,18266.196417331543,0.04792213439941406,0.07295608520507812,0.08296966552734375,511.36328125,6400000.0,32.0,0.82578125,0.359375,0.82578125,,,0.9296875,,0.8461538461538461,,,
synthetic_binary256,server,10M,reference-exact-hamming,ann,ok,1,0.0,58.9500451180591,16.928911209106445,17.078876495361328,17.206192016601562,60.33203125,6400000.0,32.0,1.0,1.0,1.0,,,0.0,,0.0,,,
synthetic_binary256,server,1M,faiss-binary-flat,ann,ok,1,0.0006108283996582031,49.59524654290786,20.967960357666016,38.97809982299805,45.49002647399902,45.41015625,1600000.0,32.0,1.0,0.78125,1.0,,,0.0,,0.0,,,
synthetic_binary256,server,1M,hnswlib-l2-bits,ann,ok,1,2.221665859222412,11291.194893554375,0.0858306884765625,0.10895729064941406,0.11992454528808594,55.23828125,1600000.0,32.0,0.98046875,0.75546875,0.98046875,,,0.263671875,,0.23076923076923078,,,
synthetic_binary256,server,1M,nmslib-hnsw-l2-bits,ann,ok,1,5.652346849441528,19004.448251754442,0.04506111145019531,0.06604194641113281,0.080108642578125,170.2265625,1600000.0,32.0,0.9328125,0.71640625,0.9328125,,,0.3125,,0.0,,,
synthetic_binary256,server,1M,reference-exact-hamming,ann,ok,1,0.0,231.20179424724645,4.206180572509766,4.5318603515625,5.553007125854492,45.41015625,1600000.0,32.0,1.0,1.0,1.0,,,0.0,,0.0,,,
