track,dataset_id,tier,scale,algorithm,status,qps,lat_p95_ms,index_mb,rss_mb,bytes_per_insert,recall_at_k,error_bits_min_hamming,qps_per_index_mb,qps_per_rss_mb
ann,synthetic_binary256,desktop,1M,nmslib-hnsw-l2-bits,ok,18294.205850782888,0.06794929504394531,1.52587890625,373.11328125,32.0,0.9,0.275390625,11989.290746369074,49.03123734832982
ann,synthetic_binary256,desktop,1M,hnswlib-l2-bits,ok,11686.286252251566,0.10895729064941406,1.52587890625,373.11328125,32.0,0.9421875,0.314453125,7658.724558275587,31.321013856972066
ann,synthetic_binary256,desktop,1M,reference-exact-hamming,ok,231.58526176936584,4.364967346191406,1.52587890625,373.11328125,32.0,1.0,0.0,151.7717171531716,0.6206835119712476
ann,synthetic_binary256,desktop,1M,faiss-binary-flat,ok,73.88598179408021,32.531023025512695,1.52587890625,373.11328125,32.0,1.0,0.0,48.42191702856841,0.1980256010896964
ann,synthetic_binary256,edge,1M,nmslib-hnsw-l2-bits,ok,18038.350354049944,0.07200241088867188,1.52587890625,386.8515625,32.0,0.9390625,0.244140625,11821.613288030172,46.62860927193475
ann,synthetic_binary256,edge,1M,hnswlib-l2-bits,ok,8732.7322294154,0.11610984802246094,1.52587890625,386.5625,32.0,0.9765625,0.283203125,5723.083393869677,22.590738184421408
ann,synthetic_binary256,edge,1M,reference-exact-hamming,ok,229.7600599830784,5.511999130249023,1.52587890625,386.5625,32.0,1.0,0.0,150.57555291051025,0.5943671721470096
ann,synthetic_binary256,edge,1M,faiss-binary-flat,ok,57.088038294123585,36.505937576293945,1.52587890625,386.5625,32.0,1.0,0.0,37.41321677643683,0.14768126316992358
ann,synthetic_binary256,server,100M,nmslib-hnsw-l2-bits,ok,22707.073678274355,0.0591278076171875,12.20703125,967.87890625,32.0,0.8359375,1.4348958333333333,1860.1634757242352,23.460655596113583
ann,synthetic_binary256,server,100M,hnswlib-l2-bits,ok,13215.60929499803,0.12111663818359375,12.20703125,89.31640625,32.0,0.921875,0.3450520833333333,1082.6227134462385,147.963961492215
ann,synthetic_binary256,server,100M,reference-exact-hamming,ok,24.45558601724283,92.42486953735352,12.20703125,89.31640625,32.0,1.0,0.0,2.0034016065325324,0.2738084417412711
ann,synthetic_binary256,server,100M,faiss-binary-flat,ok,14.649574782308958,107.96999931335449,12.20703125,89.31640625,32.0,1.0,0.0,1.2000931661667498,0.1640188560800828
ann,synthetic_binary256,server,10M,nmslib-hnsw-l2-bits,ok,18266.196417331543,0.07295608520507812,6.103515625,511.36328125,32.0,0.82578125,0.9296875,2992.7336210156,35.72058668874466
ann,synthetic_binary256,server,10M,hnswlib-l2-bits,ok,11411.73782827263,0.13685226440429688,6.103515625,64.265625,32.0,0.96875,0.130859375,1869.6991257841876,177.5714128396422
ann,synthetic_binary256,server,10M,reference-exact-hamming,ok,58.9500451180591,17.078876495361328,6.103515625,60.33203125,32.0,1.0,0.0,9.658375392142803,0.9770936581562402
ann,synthetic_binary256,server,10M,faiss-binary-flat,ok,21.361289052749875,71.97117805480957,6.103515625,60.33203125,32.0,1.0,0.0,3.4998335984025397,0.35406215587594486
ann,synthetic_binary256,server,1M,nmslib-hnsw-l2-bits,ok,19004.448251754442,0.06604194641113281,1.52587890625,170.2265625,32.0,0.9328125,0.3125,12454.75520626979,111.64208436479731
ann,synthetic_binary256,server,1M,hnswlib-l2-bits,ok,11291.194893554375,0.10895729064941406,1.52587890625,55.23828125,32.0,0.98046875,0.263671875,7399.797485439795,204.40887439006576
ann,synthetic_binary256,server,1M,reference-exact-hamming,ok,231.20179424724645,4.5318603515625,1.52587890625,45.41015625,32.0,1.0,0.0,151.52040787787544,5.091411555036137
ann,synthetic_binary256,server,1M,faiss-binary-flat,ok,49.59524654290786,38.97809982299805,1.52587890625,45.41015625,32.0,1.0,0.0,32.50274077436009,1.0921619883857558
core,core:adversarial,desktop,1M,core256/match_batch,ok,403998779.923685,2.475e-06,0.2865447998046875,58.17578125,1.50232,,,1409897440.8157315,6944449.584399608
core,core:adversarial,desktop,1M,core256/match_batch,ok,286875722.568226,3.486e-06,0.2865447998046875,58.17578125,1.50232,,,1001154872.689241,4931188.1405671025
core,core:adversarial,desktop,1M,core256/match_batch,ok,254215205.88254,3.934e-06,0.2865447998046875,58.17578125,1.50232,,,887174382.6997253,4369777.258170297
core,core:adversarial,desktop,1M,core256/match_batch,ok,251330796.567827,3.979e-06,0.2865447998046875,58.17578125,1.50232,,,877108210.4408706,4320196.328568033
core,core:adversarial,desktop,1M,core256/match_batch,ok,250133508.760301,3.998e-06,0.2865447998046875,58.17578125,1.50232,,,872929848.7733685,4299615.808946287
core,core:adversarial,desktop,1M,core256/probe,ok,32500845.834513,1.7e-05,0.2865447998046875,58.17578125,1.50232,,,113423261.76104394,558666.2548603591
core,core:adversarial,desktop,1M,core256/probe,ok,31875806.756747,1.9e-05,0.2865447998046875,58.17578125,1.50232,,,111241965.57911344,547922.280919038
core,core:adversarial,desktop,1M,core256/predict,ok,30422197.739114,1.9e-05,0.2865447998046875,58.17578125,1.50232,,,106169079.87808591,522935.7833353377
core,core:adversarial,desktop,1M,core256/predict,ok,30358208.647111,1.9e-05,0.2865447998046875,58.17578125,1.50232,,,105945767.18126984,521835.856688405
core,core:adversarial,desktop,1M,core256/predict,ok,30090844.258817,1.9e-05,0.2865447998046875,58.17578125,1.50232,,,105012704.0495144,517240.0544052341
core,core:adversarial,desktop,1M,core256/probe,ok,30076694.066034,1.9e-05,0.2865447998046875,58.17578125,1.50232,,,104963321.91871794,516996.8227291146
core,core:adversarial,desktop,1M,core256/probe,ok,30008109.691644,1.9e-05,0.2865447998046875,58.17578125,1.50232,,,104723972.34951708,515817.9064702118
core,core:adversarial,desktop,1M,core256/predict,ok,29585921.361804,2.1e-05,0.2865447998046875,58.17578125,1.50232,,,103250596.00442979,508560.791554544
core,core:adversarial,desktop,1M,core256/probe,ok,29574563.982203,2e-05,0.2865447998046875,58.17578125,1.50232,,,103210960.38860726,508365.5663361289
core,core:adversarial,desktop,1M,core256/predict,ok,29460869.042607,2.1e-05,0.2865447998046875,58.17578125,1.50232,,,102814181.45674914,506411.2317805272
core,core:adversarial,desktop,1M,core256/insert,ok,3722679.926753,0.000343,0.2865447998046875,58.17578125,1.50232,,,12991615.723930167,63990.20084930961
core,core:adversarial,desktop,1M,core256/insert,ok,3629765.448731,0.00031,0.2865447998046875,58.17578125,1.50232,,,12667357.60413413,62393.06754012865
core,core:adversarial,desktop,1M,core256/insert,ok,3525273.425495,0.000304,0.2865447998046875,58.17578125,1.50232,,,12302695.522298329,60596.92452338146
core,core:adversarial,desktop,1M,core256/insert,ok,3336247.823828,0.000314,0.2865447998046875,58.17578125,1.50232,,,11643023.450790342,57347.70985697764
core,core:adversarial,desktop,1M,core256/insert,ok,2940954.385283,0.000322,0.2865447998046875,58.17578125,1.50232,,,10263506.395117242,50552.898853988314
core,core:adversarial,edge,1M,core256/match_batch,ok,252729478.366357,3.957e-06,0.2865447998046875,58.17578125,1.50232,,,881989408.073783,4344238.666607628
core,core:adversarial,edge,1M,core256/match_batch,ok,252495284.650559,3.96e-06,0.2865447998046875,58.17578125,1.50232,,,881172105.8021746,4340213.044419735
core,core:adversarial,edge,1M,core256/match_batch,ok,251608406.740086,3.974e-06,0.2865447998046875,58.17578125,1.50232,,,878077029.8800935,4324968.248537032
core,core:adversarial,edge,1M,core256/match_batch,ok,250314144.251035,3.995e-06,0.2865447998046875,58.17578125,1.50232,,,873560240.5684984,4302720.803616798
core,core:adversarial,edge,1M,core256/match_batch,ok,247692128.591845,4.037e-06,0.2865447998046875,58.17578125,1.50232,,,864409784.3013555,4257650.232962621
core,core:adversarial,edge,1M,core256/predict,ok,32040088.558805,2e-05,0.2865447998046875,58.17578125,1.50232,,,111815285.36076705,550746.167397709
core,core:adversarial,edge,1M,core256/predict,ok,30526484.167134,1.9e-05,0.2865447998046875,58.17578125,1.50232,,,106533024.46228734,524728.3923176193
core,core:adversarial,edge,1M,core256/predict,ok,30231363.649143,1.9e-05,0.2865447998046875,58.17578125,1.50232,,,105503096.44338013,519655.4820506686
core,core:adversarial,edge,1M,core256/probe,ok,30143893.382255,1.9e-05,0.2865447998046875,58.17578125,1.50232,,,105197837.83478692,518151.9308304089
core,core:adversarial,edge,1M,core256/predict,ok,30047557.772064,1.9e-05,0.2865447998046875,58.17578125,1.50232,,,104861640.45742512,516495.99071029236
core,core:adversarial,edge,1M,core256/predict,ok,30006763.524498,2e-05,0.2865447998046875,58.17578125,1.50232,,,104719274.4204431,515794.7668214254
core,core:adversarial,edge,1M,core256/probe,ok,29806534.72506,2e-05,0.2865447998046875,58.17578125,1.50232,,,104020504.80544929,512352.9772118015
core,core:adversarial,edge,1M,core256/probe,ok,29755231.97402,2e-05,0.2865447998046875,58.17578125,1.50232,,,103841465.60782655,511471.1196769704
core,core:adversarial,edge,1M,core256/probe,ok,29338935.114011,1.9e-05,0.2865447998046875,58.17578125,1.50232,,,102388649.64225066,504315.27490678953
core,core:adversarial,edge,1M,core256/probe,ok,27574097.113764,2.1e-05,0.2865447998046875,58.17578125,1.50232,,,96229619.70539632,473978.9740900815
core,core:adversarial,edge,1M,core256/insert,ok,3602041.356081,0.000308,0.2865447998046875,58.17578125,1.50232,,,12570604.521653146,61916.510250234074
core,core:adversarial,edge,1M,core256/insert,ok,3484145.682514,0.000314,0.2865447998046875,58.17578125,1.50232,,,12159165.634444727,59889.968087261404
core,core:adversarial,edge,1M,core256/insert,ok,3338943.426078,0.000318,0.2865447998046875,58.17578125,1.50232,,,11652430.71364012,57394.04532840717
core,core:adversarial,edge,1M,core256/insert,ok,3233773.687615,0.000318,0.2865447998046875,58.17578125,1.50232,,,11285403.503463265,55586.25287245283
