dataset_id,tier,scale,algorithm,track,status,n_runs,build_time_s,qps,lat_p50_ms,lat_p95_ms,lat_p99_ms,rss_mb,index_bytes,bytes_per_insert,recall_at_k,recall_at_k_id_overlap,recall_at_k_tie_aware,update_latency_ms,energy_proxy,error_bits_min_hamming,error_bits_prefix_gap,hamming_audit_gap,online_accuracy,online_f1,adaptation_lag_steps
core:clustered,desktop,1M,core256/match_batch,core,ok,5,0.0075012724,138891373.5287544,7.5011999999999994e-06,7.5011999999999994e-06,7.5011999999999994e-06,8427.0546875,61735617.2,61.7356172,,,,,,,254.60868220000003,,,,
core:clustered,desktop,1M,core256/predict,core,ok,5,0.0354299608,28289961.0681372,1.72e-05,2.6199999999999996e-05,3.1e-05,8427.0546875,61735617.2,61.7356172,,,,,,,,,,,
core:clustered,desktop,1M,core256/probe,core,ok,5,0.035333022400000004,28370295.7763518,1.7e-05,2.54e-05,2.9999999999999997e-05,8427.0546875,61735617.2,61.7356172,,,,,,,254.60868220000003,,,,
core:clustered,edge,100M,core256/insert,core,ok,5,1.2971300226,1542255.961674,0.0006668,0.0007180000000000001,0.000988,8427.0546875,123473944.8,61.7369724,,,,,,,,,,,
core:clustered,edge,100M,core256/match_batch,core,ok,5,0.0148839828,139945435.8992874,7.442000000000001e-06,7.442000000000001e-06,7.442000000000001e-06,8427.0546875,123473944.8,61.7369724,,,,,,,254.60883429999998,,,,
core:clustered,edge,100M,core256/predict,core,ok,5,0.07027737120000001,28523015.657119595,1.64e-05,2.5799999999999997e-05,2.94e-05,8427.0546875,123473944.8,61.7369724,,,,,,,,,,,
core:clustered,edge,100M,core256/probe,core,ok,5,0.0705548514,28403403.927773397,1.6800000000000002e-05,2.54e-05,2.9599999999999998e-05,8427.0546875,123473944.8,61.7369724,,,,,,,254.60883429999998,,,,
core:clustered,edge,10M,core256/insert,core,ok,5,0.5207245462,1536542.0113277999,0.0006676,0.0006942000000000001,0.0008968,8427.0546875,49388388.8,61.735486,,,,,,,,,,,
core:clustered,edge,10M,core256/match_batch,core,ok,5,0.0063583214,132804112.5820426,7.9478e-06,7.9478e-06,7.9478e-06,8427.0546875,49388388.8,61.735486,,,,,,,254.60967325000001,,,,
core:clustered,edge,10M,core256/predict,core,ok,5,0.0287388584,28001894.6022652,1.68e-05,2.6600000000000003e-05,3.26e-05,8427.0546875,49388388.8,61.735486,,,,,,,,,,,
core:clustered,edge,10M,core256/probe,core,ok,5,0.028779646400000004,27847585.321211,1.76e-05,2.68e-05,3.24e-05,8427.0546875,49388388.8,61.735486,,,,,,,254.60967325000001,,,,
core:clustered,edge,1M,core256/insert,core,ok,5,0.6472427178,1545071.2598472,0.0006732,0.0006944000000000001,0.0009816,8427.0546875,61735617.2,61.7356172,,,,,,,,,,,
core:clustered,edge,1M,core256/match_batch,core,ok,5,0.007412459000000001,140463893.3155722,7.4127999999999996e-06,7.4127999999999996e-06,7.4127999999999996e-06,8427.0546875,61735617.2,61.7356172,,,,,,,254.60868220000003,,,,
core:clustered,edge,1M,core256/predict,core,ok,5,0.0353565372,28350750.6473234,1.7e-05,2.5799999999999997e-05,3.06e-05,8427.0546875,61735617.2,61.7356172,,,,,,,,,,,
core:clustered,edge,1M,core256/probe,core,ok,5,0.0352466756,28456419.7236908,1.7e-05,2.52e-05,2.9599999999999998e-05,8427.0546875,61735617.2,61.7356172,,,,,,,254.60868220000003,,,,
core:clustered,server,100M,core256/insert,core,ok,5,1.2990523526,1539652.7394624,0.0006762,0.000695,0.0010526,4365.38671875,123473944.8,61.7369724,,,,,,,,,,,
core:clustered,server,100M,core256/match_batch,core,ok,5,0.0151726012,136002142.23108658,7.5862e-06,7.5862e-06,7.5862e-06,4365.38671875,123473944.8,61.7369724,,,,,,,254.60883429999998,,,,
core:clustered,server,100M,core256/predict,core,ok,5,0.07073144540000001,28339242.8981872,1.72e-05,2.6199999999999996e-05,3.04e-05,4365.38671875,123473944.8,61.7369724,,,,,,,,,,,
